20,0.022654321,0.022229938,0.028842593,0.045594136,0.068726852,,,
21,0.01621142,0.014429012,0.018688272,0.030424383,0.052060185,,,
22,0.01058642,0.009089506,0.011226852,0.019066358,0.038024691,,,
23,0.006813272,0.005671296,0.00628858,0.011003086,0.025185185,,,
24,0.004143519,0.003371914,0.003881173,0.006134259,0.017083333,,,
25,0.002685185,0.002175926,0.002060185,0.003217593,0.010794753,,,
26,0.000972222,0.000609568,0.000601852,0.000902778,0.005594136,,,
27,0.000671296,0.000339506,0.00033179,0.000424383,0.002824074,,,
28,0.000177469,0.000123457,0.000154321,0.000123457,0.001689815,,,
29,6.17E-05,3.09E-05,0,4.63E-05,0.000439815,,,
30,0.000123457,0,0,0,0.000231481,,,
31,2.31E-05,0,0,0,3.09E-05,,,
32,0,0,0,0,0,,,
33,4.63E-05,0,0,0,0,,,
34,0,0,0,0,0,,,
35,0,0,0,0,0,,,
36,0,0,0,0,0,,,
37,0,0,0,0,0,,,
38,0,0,0,0,0,,,
39,0,0,0,0,0,,,
40,0,0,0,0,0,,,
41,0,0,0,0,0,,,
42,0,0,0,0,0,,,
43,0,0,0,0,0,,,
44,0,0,0,0,0,,,
45,0,0,0,0,0,,,
46,0,0,0,0,0,,,
47,0,0,0,0,0,,,
48,0,0,0,0,0,,,
49,0,0,0,0,0,,,
50,0,0,0,0,0,,,
